Flag,Azimuth,Channel,Distance,Intensity,Vertical_Angle,Horizontal_Angle,Points_X,Points_Y,Points_Z
ffee,67.56,31,5.38,4,15,67.56,4.803,1.984,1.392
ffee,67.74,0,3.596,27,-16,67.74,3.199,1.309,-0.991
ffee,67.74,1,3.332,43,-8,67.74,3.054,1.25,-0.464
ffee,67.74,2,4.852,73,0,67.74,4.49,1.838,0.0
ffee,67.74,3,4.924,3,8,67.74,4.513,1.847,0.685
ffee,67.74,4,3.424,25,-15,67.74,3.061,1.253,-0.886
ffee,67.74,5,3.584,67,-7,67.74,3.292,1.348,-0.437
ffee,67.74,6,4.908,4,1,67.74,4.542,1.859,0.086
ffee,67.74,7,4.964,3,9,67.74,4.537,1.857,0.777
ffee,67.74,8,3.408,29,-14,67.74,3.06,1.253,-0.824
ffee,67.74,9,4.448,58,-6,67.74,4.094,1.676,-0.465
ffee,67.74,10,4.892,3,2,67.74,4.525,1.852,0.171
ffee,67.74,11,4.968,3,10,67.74,4.528,1.853,0.863
ffee,67.74,12,3.404,29,-13,67.74,3.07,1.256,-0.766
ffee,67.74,13,3.304,84,-5,67.74,3.046,1.247,-0.288
ffee,67.74,14,4.88,3,3,67.74,4.51,1.846,0.255
ffee,67.74,15,4.996,3,11,67.74,4.539,1.858,0.953
ffee,67.74,16,3.384,39,-12,67.74,3.063,1.254,-0.704
ffee,67.74,17,3.328,47,-4,67.74,3.072,1.258,-0.232
ffee,67.74,18,4.908,3,4,67.74,4.531,1.855,0.342
ffee,67.74,19,5.012,2,12,67.74,4.537,1.857,1.042
ffee,67.74,20,3.376,38,-11,67.74,3.067,1.255,-0.644
ffee,67.74,21,4.424,60,-3,67.74,4.089,1.674,-0.232
ffee,67.74,22,4.908,3,5,67.74,4.525,1.852,0.428
ffee,67.74,23,5.312,26,13,67.74,4.79,1.961,1.195
ffee,67.74,24,3.36,43,-10,67.74,3.062,1.253,-0.583
ffee,67.74,25,4.588,83,-2,67.74,4.243,1.737,-0.16
ffee,67.74,26,4.908,3,6,67.74,4.517,1.849,0.513
ffee,67.74,27,5.348,17,14,67.74,4.802,1.966,1.294
ffee,67.74,28,3.356,38,-9,67.74,3.068,1.256,-0.525
ffee,67.74,29,4.856,80,-1,67.74,4.493,1.839,-0.085
ffee,67.74,30,4.928,3,7,67.74,4.527,1.853,0.601
ffee,67.74,31,5.404,4,15,67.74,4.831,1.977,1.399
ffee,67.92,0,3.612,33,-16,67.92,3.217,1.305,-0.996
ffee,67.92,1,3.352,41,-8,67.92,3.076,1.248,-0.467
ffee,67.92,2,4.852,73,0,67.92,4.496,1.824,0.0
ffee,67.92,3,4.908,3,8,67.92,4.504,1.827,0.683
ffee,67.92,4,3.436,24,-15,67.92,3.076,1.248,-0.889
ffee,67.92,5,3.596,72,-7,67.92,3.307,1.342,-0.438
ffee,67.92,6,4.904,4,1,67.92,4.544,1.843,0.086
ffee,67.92,7,4.952,3,9,67.92,4.532,1.839,0.775
ffee,67.92,8,3.428,29,-14,67.92,3.082,1.25,-0.829
ffee,67.92,9,4.448,61,-6,67.92,4.099,1.663,-0.465
ffee,67.92,10,4.916,3,2,67.92,4.553,1.847,0.172
ffee,67.92,11,4.96,3,10,67.92,4.526,1.836,0.861
ffee,67.92,12,3.408,28,-13,67.92,3.077,1.248,-0.767
ffee,67.92,13,3.328,83,-5,67.92,3.072,1.246,-0.29
ffee,67.92,14,4.892,3,3,67.92,4.527,1.836,0.256
ffee,67.92,15,4.98,3,11,67.92,4.53,1.838,0.95
ffee,67.92,16,3.396,39,-12,67.92,3.078,1.249,-0.706
ffee,67.92,17,3.352,44,-4,67.92,3.099,1.257,-0.234
ffee,67.92,18,4.904,3,4,67.92,4.533,1.839,0.342
ffee,67.92,19,4.984,2,12,67.92,4.518,1.833,1.036
ffee,67.92,20,3.388,37,-11,67.92,3.082,1.25,-0.646
ffee,67.92,21,4.416,61,-3,67.92,4.087,1.658,-0.231
ffee,67.92,22,4.896,3,5,67.92,4.52,1.833,0.427
ffee,67.92,23,5.3,22,13,67.92,4.785,1.941,1.192
ffee,67.92,24,3.372,40,-10,67.92,3.077,1.248,-0.586
ffee,67.92,25,4.588,83,-2,67.92,4.249,1.724,-0.16
ffee,67.92,26,4.916,3,6,67.92,4.531,1.838,0.514
ffee,67.92,27,5.332,4,14,67.92,4.794,1.945,1.29
ffee,67.92,28,3.364,41,-9,67.92,3.079,1.249,-0.526
ffee,67.92,29,4.864,80,-1,67.92,4.507,1.828,-0.085
ffee,67.92,30,4.924,3,7,67.92,4.529,1.837,0.6
ffee,67.92,31,5.352,4,15,67.92,4.79,1.943,1.385
ffee,68.1,0,3.592,51,-16,68.1,3.204,1.288,-0.99
ffee,68.1,1,3.36,43,-8,68.1,3.087,1.241,-0.468
ffee,68.1,2,4.852,73,0,68.1,4.502,1.81,0.0
ffee,68.1,3,4.928,3,8,68.1,4.528,1.82,0.686
ffee,68.1,4,3.452,23,-15,68.1,3.094,1.244,-0.893
ffee,68.1,5,3.584,75,-7,68.1,3.301,1.327,-0.437
ffee,68.1,6,4.904,4,1,68.1,4.549,1.829,0.086
ffee,68.1,7,4.964,3,9,68.1,4.549,1.829,0.777
ffee,68.1,8,3.436,29,-14,68.1,3.093,1.244,-0.831
ffee,68.1,9,4.436,57,-6,68.1,4.093,1.646,-0.464
ffee,68.1,10,4.904,3,2,68.1,4.547,1.828,0.171
ffee,68.1,11,4.968,3,10,68.1,4.539,1.825,0.863
ffee,68.1,12,3.432,28,-13,68.1,3.103,1.247,-0.772
ffee,68.1,13,3.344,84,-5,68.1,3.091,1.243,-0.291
ffee,68.1,14,4.9,3,3,68.1,4.54,1.825,0.256
ffee,68.1,15,4.984,3,11,68.1,4.539,1.825,0.951
ffee,68.1,16,3.412,38,-12,68.1,3.097,1.245,-0.709
ffee,68.1,17,3.336,40,-4,68.1,3.088,1.241,-0.233
ffee,68.1,18,4.896,3,4,68.1,4.532,1.822,0.342
ffee,68.1,19,4.988,2,12,68.1,4.527,1.82,1.037
ffee,68.1,20,3.4,38,-11,68.1,3.097,1.245,-0.649
ffee,68.1,21,4.416,56,-3,68.1,4.092,1.645,-0.231
ffee,68.1,22,4.904,3,5,68.1,4.533,1.822,0.427
ffee,68.1,23,5.252,29,13,68.1,4.748,1.909,1.181
ffee,68.1,24,3.388,42,-10,68.1,3.096,1.244,-0.588
ffee,68.1,25,4.628,82,-2,68.1,4.291,1.725,-0.162
ffee,68.1,26,4.908,3,6,68.1,4.529,1.821,0.513
ffee,68.1,27,5.324,20,14,68.1,4.793,1.927,1.288
ffee,68.1,28,3.38,38,-9,68.1,3.097,1.245,-0.529
ffee,68.1,29,4.856,80,-1,68.1,4.505,1.811,-0.085
ffee,68.1,30,4.92,3,7,68.1,4.531,1.821,0.6
ffee,68.1,31,5.464,4,15,68.1,4.897,1.969,1.414
ffee,68.28,0,3.6,35,-16,68.28,3.215,1.281,-0.992
ffee,68.28,1,3.376,42,-8,68.28,3.106,1.237,-0.47
ffee,68.28,2,4.844,74,0,68.28,4.5,1.793,0.0
ffee,68.28,3,4.932,3,8,68.28,4.537,1.807,0.686
ffee,68.28,4,3.464,24,-15,68.28,3.108,1.238,-0.897
ffee,68.28,5,3.6,71,-7,68.28,3.319,1.322,-0.439
ffee,68.28,6,4.9,4,1,68.28,4.551,1.813,0.086
ffee,68.28,7,4.972,3,9,68.28,4.562,1.817,0.778
ffee,68.28,8,3.452,28,-14,68.28,3.112,1.24,-0.835
ffee,68.28,9,4.436,60,-6,68.28,4.098,1.633,-0.464
ffee,68.28,10,4.888,3,2,68.28,4.538,1.808,0.171
ffee,68.28,11,4.96,3,10,68.28,4.538,1.808,0.861
ffee,68.28,12,3.448,28,-13,68.28,3.121,1.243,-0.776
ffee,68.28,13,3.364,82,-5,68.28,3.113,1.24,-0.293
ffee,68.28,14,4.892,3,3,68.28,4.538,1.808,0.256
ffee,68.28,15,4.98,3,11,68.28,4.541,1.809,0.95
ffee,68.28,16,3.428,37,-12,68.28,3.115,1.241,-0.713
ffee,68.28,17,3.34,37,-4,68.28,3.095,1.233,-0.233
ffee,68.28,18,4.888,3,4,68.28,4.53,1.805,0.341
ffee,68.28,19,5.024,2,12,68.28,4.565,1.819,1.045
ffee,68.28,20,3.42,36,-11,68.28,3.119,1.242,-0.653
ffee,68.28,21,4.412,61,-3,68.28,4.093,1.631,-0.231
ffee,68.28,22,4.896,3,5,68.28,4.531,1.805,0.427
ffee,68.28,23,5.252,29,13,68.28,4.754,1.894,1.181
ffee,68.28,24,3.408,39,-10,68.28,3.118,1.242,-0.592
ffee,68.28,25,4.648,82,-2,68.28,4.315,1.719,-0.162
ffee,68.28,26,4.908,3,6,68.28,4.535,1.806,0.513
ffee,68.28,27,5.364,4,14,68.28,4.835,1.926,1.298
ffee,68.28,28,3.392,40,-9,68.28,3.112,1.24,-0.531
ffee,68.28,29,4.86,80,-1,68.28,4.514,1.798,-0.085
ffee,68.28,30,4.928,3,7,68.28,4.544,1.81,0.601
ffee,68.28,31,0.0,0,15,68.28,0.0,0.0,0.0
ffee,68.46,0,3.584,24,-16,68.46,3.205,1.265,-0.988
ffee,68.46,1,3.384,43,-8,68.46,3.117,1.23,-0.471
ffee,68.46,2,4.844,74,0,68.46,4.506,1.778,0.0
ffee,68.46,3,4.936,3,8,68.46,4.547,1.795,0.687
ffee,68.46,4,3.476,25,-15,68.46,3.123,1.233,-0.9
ffee,68.46,5,3.604,75,-7,68.46,3.327,1.313,-0.439
ffee,68.46,6,4.896,6,1,68.46,4.553,1.797,0.085
ffee,68.46,7,4.956,3,9,68.46,4.553,1.797,0.775
ffee,68.46,8,3.464,30,-14,68.46,3.126,1.234,-0.838
ffee,68.46,9,4.428,58,-6,68.46,4.096,1.617,-0.463
ffee,68.46,10,4.892,3,2,68.46,4.548,1.795,0.171
ffee,68.46,11,4.972,3,10,68.46,4.555,1.798,0.863
ffee,68.46,12,3.46,27,-13,68.46,3.136,1.238,-0.778
ffee,68.46,13,3.392,82,-5,68.46,3.143,1.241,-0.296
ffee,68.46,14,4.9,3,3,68.46,4.552,1.797,0.256
ffee,68.46,15,4.984,5,11,68.46,4.551,1.796,0.951
ffee,68.46,16,3.44,36,-12,68.46,3.13,1.235,-0.715
ffee,68.46,17,3.344,37,-4,68.46,3.103,1.225,-0.233
ffee,68.46,18,4.892,3,4,68.46,4.539,1.792,0.341
ffee,68.46,19,4.956,2,12,68.46,4.509,1.78,1.03
ffee,68.46,20,3.424,38,-11,68.46,3.126,1.234,-0.653
ffee,68.46,21,4.412,60,-3,68.46,4.098,1.618,-0.231
ffee,68.46,22,4.896,3,5,68.46,4.537,1.791,0.427
ffee,68.46,23,5.276,30,13,68.46,4.782,1.887,1.187
ffee,68.46,24,3.42,40,-10,68.46,3.133,1.237,-0.594
ffee,68.46,25,4.668,81,-2,68.46,4.339,1.713,-0.163
ffee,68.46,26,4.904,3,6,68.46,4.537,1.791,0.513
ffee,68.46,27,5.3,17,14,68.46,4.783,1.888,1.282
ffee,68.46,28,3.412,38,-9,68.46,3.135,1.237,-0.534
ffee,68.46,29,4.852,80,-1,68.46,4.512,1.781,-0.085
ffee,68.46,30,4.9,3,7,68.46,4.524,1.786,0.597
ffee,68.46,31,0.0,0,15,68.46,0.0,0.0,0.0
ffee,68.64,0,3.588,16,-16,68.64,3.212,1.256,-0.989
ffee,68.64,1,3.408,41,-8,68.64,3.143,1.229,-0.474
ffee,68.64,2,4.832,74,0,68.64,4.5,1.76,0.0
ffee,68.64,3,4.932,3,8,68.64,4.549,1.779,0.686
ffee,68.64,4,3.492,27,-15,68.64,3.141,1.229,-0.904
ffee,68.64,5,3.612,77,-7,68.64,3.339,1.306,-0.44
ffee,68.64,6,4.88,4,1,68.64,4.544,1.777,0.085
ffee,68.64,7,4.964,3,9,68.64,4.566,1.786,0.777
ffee,68.64,8,3.48,30,-14,68.64,3.145,1.23,-0.842
ffee,68.64,9,4.424,60,-6,68.64,4.098,1.603,-0.462
ffee,68.64,10,4.884,3,2,68.64,4.546,1.778,0.17
ffee,68.64,11,4.964,3,10,68.64,4.553,1.781,0.862
ffee,68.64,12,3.476,30,-13,68.64,3.154,1.234,-0.782
ffee,68.64,13,3.436,82,-5,68.64,3.188,1.247,-0.299
ffee,68.64,14,4.888,3,3,68.64,4.546,1.778,0.256
ffee,68.64,15,4.988,3,11,68.64,4.56,1.783,0.952
ffee,68.64,16,3.456,38,-12,68.64,3.148,1.231,-0.719
ffee,68.64,17,3.332,35,-4,68.64,3.096,1.211,-0.232
ffee,68.64,18,4.888,3,4,68.64,4.541,1.776,0.341
ffee,68.64,19,4.988,2,12,68.64,4.544,1.777,1.037
