FrameNumbers,Laser_ID,Points_X,Points_Y,Points_Z,Azimuth,Distance,Intensity,Distance_2,Intensity_2,
1,2,1.02704,-1.23441,-0.391913,140.685,1.62,2,0,0,
1,10,1.12487,-1.35414,-0.181461,140.691,1.736,4,0,0,
1,3,0.996183,-1.19769,-0.351823,140.707,1.564,1,0,0,
1,11,1.24729,-1.50487,-0.168036,140.713,1.928,27,0,0,
1,4,1.03165,-1.24203,-0.335985,140.73,1.616,2,0,0,
1,5,1.02975,-1.24071,-0.306821,140.753,1.608,2,0,0,
1,6,1.06488,-1.28475,-0.288256,140.775,1.66,3,0,0,
1,7,1.04992,-1.26744,-0.255301,140.797,1.632,3,0,0,
1,0,1.00031,-1.2076,-0.439917,140.82,1.596,1,0,0,
1,8,1.08698,-1.31421,-0.234924,140.826,1.688,3,0,0,
1,1,0.97038,-1.17182,-0.398581,140.842,1.54,1,0,0,
1,9,1.09892,-1.32994,-0.207665,140.848,1.704,3,0,0,
1,2,1.01826,-1.23161,-0.389978,140.865,1.612,2,0,0,
1,10,1.12563,-1.36384,-0.182298,140.871,1.744,3,0,0,
1,3,0.989956,-1.19779,-0.350924,140.888,1.56,1,0,0,
1,11,1.25009,-1.51805,-0.169082,140.893,1.94,78,0,0,
1,4,1.01787,-1.23312,-0.332659,140.91,1.6,2,0,0,
1,5,1.0209,-1.23784,-0.305294,140.932,1.6,2,0,0,
1,6,1.05587,-1.28197,-0.286867,140.955,1.652,3,0,0,
1,7,1.04842,-1.2738,-0.255927,140.978,1.636,3,0,0,
1,0,0.969894,-1.17786,-0.427789,141,1.552,1,0,0,
1,8,1.08285,-1.31762,-0.234924,141.006,1.688,3,0,0,
1,1,0.959403,-1.16585,-0.395476,141.022,1.528,1,0,0,
1,9,1.08725,-1.32412,-0.206203,141.028,1.692,3,0,0,
1,2,1.00218,-1.21971,-0.38514,141.045,1.592,2,0,0,
1,10,1.12134,-1.36737,-0.182298,141.051,1.744,3,0,0,
1,3,0.988638,-1.20393,-0.351823,141.068,1.564,1,0,0,
1,11,1.25283,-1.53127,-0.170128,141.073,1.952,78,0,0,
1,4,1.0312,-1.25763,-0.33848,141.09,1.628,2,0,0,
1,5,1.01947,-1.2441,-0.306058,141.112,1.604,2,0,0,
1,6,1.0469,-1.27915,-0.285478,141.135,1.644,3,0,0,
1,7,1.03698,-1.26786,-0.25405,141.158,1.624,2,0,0,
1,0,0.987882,-1.20787,-0.437712,141.18,1.588,1,0,0,
1,8,1.06629,-1.30558,-0.232141,141.186,1.668,3,0,0,
1,1,0.948473,-1.15983,-0.39237,141.202,1.516,1,0,0,
1,9,1.07811,-1.32134,-0.205228,141.208,1.684,3,0,0,
1,2,1.00564,-1.23193,-0.388043,141.225,1.604,2,0,0,
1,10,1.10458,-1.35537,-0.180207,141.231,1.724,3,0,0,
1,3,0.984851,-1.20703,-0.351823,141.247,1.564,1,0,0,
1,11,1.24552,-1.53209,-0.169779,141.253,1.948,78,0,0,
1,4,1.015,-1.2456,-0.334322,141.27,1.608,2,0,0,
1,5,1.00573,-1.23504,-0.303005,141.292,1.588,2,0,0,
1,6,1.03795,-1.27628,-0.284088,141.315,1.636,3,0,0,
1,7,1.02312,-1.25877,-0.251547,141.337,1.608,3,0,0,
1,0,0.97688,-1.20196,-0.434404,141.36,1.576,1,0,0,
1,8,1.05724,-1.30274,-0.231027,141.366,1.66,3,0,0,
1,1,0.956881,-1.17789,-0.397546,141.383,1.536,1,0,0,
1,9,1.06404,-1.31231,-0.203278,141.388,1.668,3,0,0,
1,2,1.00177,-1.23508,-0.388043,141.405,1.604,2,0,0,
1,10,1.09288,-1.34951,-0.178953,141.411,1.712,3,0,0,
1,3,0.981054,-1.21012,-0.351823,141.427,1.564,1,0,0,
1,11,1.24815,-1.54535,-0.170825,141.433,1.96,78,0,0,
1,4,1.00621,-1.24266,-0.332659,141.45,1.6,2,0,0,
1,5,1.00674,-1.24434,-0.304531,141.473,1.596,2,0,0,
1,6,1.02903,-1.27337,-0.282699,141.495,1.628,3,0,0,
1,7,1.02162,-1.26507,-0.252172,141.517,1.612,2,0,0,
1,0,0.973099,-1.20502,-0.434404,141.54,1.576,1,0,0,
1,8,1.04821,-1.29985,-0.229914,141.546,1.652,3,0,0,
1,1,0.941167,-1.16576,-0.39237,141.563,1.516,2,0,0,
1,9,1.05745,-1.31254,-0.202791,141.568,1.664,3,0,0,
1,2,0.995468,-1.23518,-0.387075,141.585,1.6,2,0,0,
1,10,1.08863,-1.35294,-0.178953,141.591,1.712,3,0,0,
1,3,0.969986,-1.20403,-0.349124,141.607,1.552,1,0,0,
1,11,1.23092,-1.53364,-0.169082,141.613,1.94,79,0,0,
1,4,1.00958,-1.25502,-0.335154,141.63,1.612,2,0,0,
1,5,0.988208,-1.22902,-0.299952,141.652,1.572,2,0,0,
1,6,1.0177,-1.26732,-0.280615,141.675,1.616,3,0,0,
1,7,1.01519,-1.26517,-0.251547,141.697,1.608,2,0,0,
1,8,1.04167,-1.30003,-0.229357,141.726,1.648,3,0,0,
1,1,0.956639,-1.19298,-0.400652,141.742,1.548,1,0,0,
1,9,1.04348,-1.30338,-0.200841,141.748,1.648,3,0,0,
1,2,0.979573,-1.22306,-0.382237,141.765,1.58,2,0,0,
1,10,1.07699,-1.34698,-0.177698,141.771,1.7,3,0,0,
1,3,0.97102,-1.21319,-0.350924,141.788,1.56,1,0,0,
1,11,1.23102,-1.54377,-0.169779,141.793,1.948,79,0,0,
1,4,0.983863,-1.23051,-0.327669,141.81,1.576,2,0,0,
1,5,0.981916,-1.22903,-0.299188,141.832,1.568,2,0,0,
1,6,1.01371,-1.27051,-0.280615,141.855,1.616,3,0,0,
1,7,1.00633,-1.26214,-0.250295,141.878,1.6,3,0,0,
1,8,1.03269,-1.29706,-0.228244,141.906,1.64,3,0,0,
1,1,0.940972,-1.18078,-0.395476,141.923,1.528,1,0,0,
1,9,1.03694,-1.30353,-0.200353,141.928,1.644,3,0,0,
